 Length , Weight (g) 
 13.00 , 180.00 
 13.00 , 160.00 
 13.00 , 150.00 
 13.00 , 139.00 
 13.00 , 129.00 
 13.00 , 200.00 
 13.00 , 140.00 
 13.00 , 190.00 
 13.00 , 153.00 
 13.00 , 155.00 
 13.00 , 147.00 
 13.00 , 147.00 
 13.00 , 139.00 
 13.00 , 180.00 
 13.00 , 140.00 
 13.00 , 180.00 
 13.00 , 136.00 
 13.00 , 127.00 
 13.00 , 130.00 
 13.00 , 136.00 
 13.00 , 130.00 
 13.00 , 130.00 
 13.00 , 147.00 
 13.00 , 145.00 
 13.00 , 127.00 
 13.00 , 116.00 
 13.00 , 150.00 
 13.00 , 144.00 
 13.00 , 138.00 
 13.00 , 157.00 
 13.00 , 131.00 
 13.00 , 139.00 
 13.00 , 157.00 
 13.00 , 146.00 
 13.00 , 169.00 
 13.00 , 153.00 
 13.00 , 126.00 
 13.00 , 109.00 
 13.00 , 161.00 
 13.00 , 126.00 
 13.00 , 157.00 
 13.00 , 136.00 
 13.00 , 150.00 
 13.00 , 150.00 
 13.00 , 150.00 
 13.00 , 120.00 
 13.00 , 150.00 
 13.00 , 150.00 
 13.00 , 150.00 
 13.00 , 150.00 
 13.00 , 160.00 
 13.00 , 120.00 
 13.00 , 140.00 
 13.00 , 125.00 
 13.00 , 122.00 
 13.00 , 135.00 
 13.00 , 131.00 
 13.00 , 150.00 
 13.00 , 149.00 
 13.00 , 135.00 
 13.00 , 148.00 
 13.00 , 170.00 
 13.00 , 162.00 
 13.00 , 144.00 
 13.00 , 142.00 
 13.00 , 141.00 
 13.00 , 144.00 
 13.00 , 139.00 
 13.00 , 161.00 
 13.00 , 124.00 
 13.00 , 158.00 
 13.00 , 149.00 
 13.00 , 166.00 
 13.00 , 97.00 
 13.00 , 139.00 
 13.00 , 114.00 
 13.00 , 153.00 
 13.00 , 123.00 
 13.00 , 129.00 
 13.00 , 150.00 
 13.00 , 160.00 
 13.00 , 150.00 
 13.00 , 140.00 
 13.00 , 127.00 
 13.00 , 140.00 
 13.00 , 160.00 
 13.00 , 160.00 
 13.00 , 150.00 
 13.00 , 80.00 
 13.00 , 150.00 
 13.00 , 150.00 
 13.00 , 150.00 
 13.00 , 150.00 
 13.00 , 145.00 
 13.00 , 175.00 
 13.00 , 135.00 
 13.00 , 140.00 
 13.00 , 180.00 
 13.00 , 147.00 
 13.00 , 150.00 
 13.00 , 160.00 
 13.00 , 148.00 
 13.00 , 120.00 
 13.00 , 150.00 
 13.00 , 120.00 
 13.00 , 130.00 
 13.00 , 120.00 
 13.00 , 140.00 
 13.00 , 120.00 
 13.00 , 120.00 
 13.00 , 155.00 
 13.00 , 130.00 
 13.00 , 110.00 
 13.00 , 126.00 
 13.00 , 123.00 
 13.00 , 160.00 
 13.00 , 169.00 
 13.00 , 180.00 
 13.00 , 158.00 
 13.00 , 128.00 
 13.00 , 156.00 
 13.00 , 182.00 
 13.00 , 140.00 
 13.00 , 189.00 
 13.00 , 138.00 
 13.00 , 136.00 
 13.00 , 121.00 
 13.00 , 117.00 
 13.00 , 140.00 
 13.00 , 157.00 
 13.00 , 155.00 
 13.00 , 112.00 
 13.00 , 158.00 
 13.00 , 166.00 
 13.00 , 155.00 
 13.00 , 118.00 
 13.00 , 138.00 
 13.00 , 145.00 
 13.00 , 146.00 
 13.00 , 147.00 
 13.00 , 139.00 
 13.00 , 142.00 
 13.00 , 167.00 
 13.00 , 135.00 
 13.00 , 120.00 
 13.00 , 128.00 
 13.00 , 135.00 
 13.00 , 120.00 
 13.00 , 106.00 
 13.00 , 140.00 
 13.00 , 115.00 
 13.00 , 150.00 
 13.00 , 170.00 
 13.00 , 140.00 
 13.00 , 150.00 
 13.00 , 155.00 
 13.00 , 146.00 
 13.00 , 140.00 
 13.00 , 140.00 
 13.00 , 104.00 
 13.00 , 137.00 
 13.00 , 161.00 
 13.00 , 130.00 
 13.00 , 144.00 
 13.00 , 160.00 
 13.00 , 142.00 
 13.00 , 150.00 
 13.00 , 154.00 
 13.00 , 110.00 
 13.00 , 135.00 
 13.00 , 137.00 
 13.00 , 168.00 
 13.00 , 131.00 
 13.00 , 130.00 
 13.00 , 144.00 
 13.00 , 150.00 
 13.00 , 140.00 
 13.00 , 150.00 
 13.00 , 110.00 
 13.00 , 160.00 
 13.00 , 160.00 
 13.00 , 130.00 
 13.00 , 141.00 
 13.00 , 155.00 
 13.00 , 160.00 
 13.00 , 130.00 
 13.00 , 110.00 
 13.00 , 135.00 
 13.00 , 152.00 
 13.00 , 130.00 
 13.00 , 130.00 
 13.00 , 140.00 
 13.00 , 200.00 
 13.00 , 110.00 
 13.00 , 111.00 
 13.00 , 130.00 
 13.00 , 200.00 
 13.00 , 137.00 
 13.00 , 163.00 
 13.00 , 158.00 
 13.00 , 123.00 
 13.00 , 120.00 
 13.00 , 159.00 
 13.00 , 183.00 
 13.00 , 146.00 
 13.00 , 146.00 
 13.00 , 146.00 
 13.00 , 182.00 
 13.00 , 160.00 
 13.00 , 171.00 
 13.00 , 146.00 
 13.00 , 148.00 
 13.00 , 147.00 
 13.00 , 170.00 
 13.00 , 186.00 
 13.00 , 148.00 
 13.00 , 156.00 
 13.00 , 134.00 
 13.00 , 160.00 
 13.00 , 141.00 
 13.00 , 162.00 
 13.00 , 143.00 
 13.00 , 137.00 
 13.00 , 138.00 
 13.00 , 167.00 
 13.00 , 120.00 
 13.00 , 153.00 
 13.00 , 163.00 
 13.00 , 128.00 
 13.00 , 141.00 
 13.00 , 140.00 
 13.00 , 153.00 
 13.00 , 135.00 
 13.00 , 162.00 
 13.00 , 157.00 
 13.00 , 165.00 
 13.00 , 166.00 
 13.00 , 158.00 
 13.00 , 172.00 
 13.00 , 149.00 
 13.00 , 140.00 
 13.00 , 131.00 
 13.00 , 119.00 
 13.00 , 140.00 
 13.00 , 138.00 
 13.00 , 140.00 
 13.00 , 125.00 
 13.00 , 115.00 
 13.00 , 120.00 
 13.00 , 132.00 
 13.00 , 140.00 
 13.00 , 130.00 
 13.00 , 128.00 
 13.00 , 135.00 
 13.00 , 140.00 
 13.00 , 140.00 
 13.00 , 135.00 
 13.00 , 140.00 
 13.00 , 140.00 
 13.00 , 154.00 
 13.00 , 140.00 
 13.00 , 142.00 
 13.00 , 139.00 
 13.00 , 147.00 
 13.10 , 151.00 
 13.10 , 153.00 
 13.10 , 112.00 
 13.10 , 120.00 
 13.10 , 177.00 
 13.10 , 119.00 
 13.10 , 153.00 
 13.10 , 112.00 
 13.10 , 180.00 
 13.10 , 147.00 
 13.10 , 130.00 
 13.10 , 135.00 
 13.10 , 132.00 
 13.10 , 94.00 
 13.10 , 155.00 
 13.10 , 141.00 
 13.10 , 107.00 
 13.10 , 137.00 
 13.10 , 142.00 
 13.10 , 144.00 
 13.10 , 144.00 
 13.10 , 143.00 
 13.10 , 143.00 
 13.10 , 80.00 
 13.10 , 110.00 
 13.10 , 140.00 
 13.10 , 100.00 
 13.10 , 140.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 163.00 
 13.10 , 130.00 
 13.10 , 158.00 
 13.10 , 158.00 
 13.10 , 100.00 
 13.10 , 134.00 
 13.10 , 126.00 
 13.10 , 157.00 
 13.10 , 150.00 
 13.10 , 210.00 
 13.10 , 140.00 
 13.10 , 138.00 
 13.10 , 134.00 
 13.10 , 110.00 
 13.10 , 132.00 
 13.10 , 155.00 
 13.10 , 121.00 
 13.10 , 125.00 
 13.10 , 129.00 
 13.10 , 123.00 
 13.10 , 113.00 
 13.10 , 135.00 
 13.10 , 115.00 
 13.10 , 120.00 
 13.10 , 90.00 
 13.10 , 149.00 
 13.10 , 200.00 
 13.10 , 140.00 
 13.10 , 100.00 
 13.10 , 138.00 
 13.10 , 179.00 
 13.10 , 122.00 
 13.10 , 163.00 
 13.10 , 139.00 
 13.10 , 146.00 
 13.10 , 150.00 
 13.10 , 134.00 
 13.10 , 80.00 
 13.10 , 100.00 
 13.10 , 110.00 
 13.10 , 134.00 
 13.10 , 125.00 
 13.10 , 150.00 
 13.10 , 168.00 
 13.10 , 168.00 
 13.10 , 159.00 
 13.10 , 119.00 
 13.10 , 129.00 
 13.10 , 141.00 
 13.10 , 136.00 
 13.10 , 165.00 
 13.10 , 140.00 
 13.10 , 150.00 
 13.10 , 112.00 
 13.10 , 139.00 
 13.10 , 134.00 
 13.10 , 173.00 
 13.10 , 152.00 
 13.10 , 136.00 
 13.10 , 149.00 
 13.10 , 139.00 
 13.10 , 118.00 
 13.10 , 139.00 
 13.10 , 120.00 
 13.10 , 130.00 
 13.10 , 120.00 
 13.10 , 135.00 
 13.10 , 132.00 
 13.10 , 131.00 
 13.10 , 115.00 
 13.10 , 130.00 
 13.10 , 120.00 
 13.10 , 100.00 
 13.10 , 172.00 
 13.10 , 163.00 
 13.10 , 160.00 
 13.10 , 180.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 139.00 
 13.10 , 155.00 
 13.10 , 136.00 
 13.10 , 133.00 
 13.10 , 136.00 
 13.10 , 157.00 
 13.10 , 145.00 
 13.10 , 127.00 
 13.10 , 171.00 
 13.10 , 134.00 
 13.10 , 155.00 
 13.10 , 159.00 
 13.10 , 139.00 
 13.10 , 140.00 
 13.10 , 150.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 140.00 
 13.10 , 130.00 
 13.10 , 130.00 
 13.10 , 140.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 125.00 
 13.10 , 130.00 
 13.10 , 125.00 
 13.10 , 125.00 
 13.10 , 141.00 
 13.10 , 139.00 
 13.10 , 151.00 
 13.10 , 173.00 
 13.10 , 129.00 
 13.10 , 123.00 
 13.10 , 152.00 
 13.10 , 146.00 
 13.10 , 155.00 
 13.10 , 160.00 
 13.10 , 136.00 
 13.10 , 132.00 
 13.10 , 180.00 
 13.10 , 160.00 
 13.10 , 140.00 
 13.10 , 150.00 
 13.10 , 160.00 
 13.10 , 170.00 
 13.10 , 180.00 
 13.10 , 160.00 
 13.10 , 150.00 
 13.10 , 190.00 
 13.10 , 160.00 
 13.10 , 140.00 
 13.10 , 160.00 
 13.10 , 150.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 140.00 
 13.10 , 100.00 
 13.10 , 120.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 140.00 
 13.10 , 120.00 
 13.10 , 134.00 
 13.10 , 126.00 
 13.10 , 138.00 
 13.10 , 146.00 
 13.10 , 159.00 
 13.10 , 116.00 
 13.10 , 138.00 
 13.10 , 157.00 
 13.10 , 151.00 
 13.10 , 130.00 
 13.10 , 135.00 
 13.10 , 132.00 
 13.10 , 136.00 
 13.10 , 122.00 
 13.10 , 117.00 
 13.10 , 177.00 
 13.10 , 157.00 
 13.10 , 107.00 
 13.10 , 117.00 
 13.10 , 128.00 
 13.10 , 140.00 
 13.10 , 180.00 
 13.10 , 180.00 
 13.10 , 147.00 
 13.10 , 100.00 
 13.10 , 136.00 
 13.10 , 125.00 
 13.10 , 107.00 
 13.10 , 128.00 
 13.10 , 140.00 
 13.10 , 171.00 
 13.10 , 145.00 
 13.10 , 122.00 
 13.10 , 186.00 
 13.10 , 141.00 
 13.10 , 132.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 150.00 
 13.10 , 200.00 
 13.10 , 150.00 
 13.10 , 140.00 
 13.10 , 160.00 
 13.10 , 128.00 
 13.10 , 94.00 
 13.10 , 158.00 
 13.10 , 132.00 
 13.10 , 130.00 
 13.10 , 157.00 
 13.10 , 153.00 
 13.10 , 137.00 
 13.10 , 140.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 140.00 
 13.10 , 130.00 
 13.10 , 150.00 
 13.10 , 140.00 
 13.10 , 150.00 
 13.10 , 150.00 
 13.10 , 210.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 160.00 
 13.10 , 138.00 
 13.10 , 161.00 
 13.10 , 160.00 
 13.10 , 139.00 
 13.10 , 138.00 
 13.10 , 156.00 
 13.10 , 158.00 
 13.10 , 147.00 
 13.10 , 141.00 
 13.10 , 135.00 
 13.10 , 180.00 
 13.10 , 210.00 
 13.10 , 149.00 
 13.10 , 136.00 
 13.10 , 134.00 
 13.10 , 162.00 
 13.10 , 141.00 
 13.10 , 157.00 
 13.10 , 151.00 
 13.10 , 161.00 
 13.10 , 168.00 
 13.10 , 158.00 
 13.10 , 163.00 
 13.10 , 155.00 
 13.10 , 135.00 
 13.10 , 121.00 
 13.10 , 125.00 
 13.10 , 137.00 
 13.10 , 118.00 
 13.10 , 129.00 
 13.10 , 100.00 
 13.10 , 130.00 
 13.10 , 168.00 
 13.10 , 149.00 
 13.10 , 122.00 
 13.10 , 122.00 
 13.10 , 124.00 
 13.10 , 112.00 
 13.20 , 109.00 
 13.20 , 130.00 
 13.20 , 167.00 
 13.20 , 163.00 
 13.20 , 168.00 
 13.20 , 153.00 
 13.20 , 157.00 
 13.20 , 148.00 
 13.20 , 133.00 
 13.20 , 140.00 
 13.20 , 137.00 
 13.20 , 151.00 
 13.20 , 181.00 
 13.20 , 135.00 
 13.20 , 158.00 
 13.20 , 154.00 
 13.20 , 164.00 
 13.20 , 100.00 
 13.20 , 161.00 
 13.20 , 171.00 
 13.20 , 135.00 
 13.20 , 147.00 
 13.20 , 154.00 
 13.20 , 180.00 
 13.20 , 120.00 
 13.20 , 131.00 
 13.20 , 151.00 
 13.20 , 200.00 
 13.20 , 178.00 
 13.20 , 139.00 
 13.20 , 152.00 
 13.20 , 129.00 
 13.20 , 135.00 
 13.20 , 128.00 
 13.20 , 128.00 
 13.20 , 122.00 
 13.20 , 124.00 
 13.20 , 127.00 
 13.20 , 140.00 
 13.20 , 100.00 
 13.20 , 160.00 
 13.20 , 131.00 
 13.20 , 113.00 
 13.20 , 150.00 
 13.20 , 140.00 
 13.20 , 70.00 
 13.20 , 110.00 
 13.20 , 120.00 
 13.20 , 128.00 
 13.20 , 161.00 
 13.20 , 119.00 
 13.20 , 140.00 
 13.20 , 141.00 
 13.20 , 134.00 
 13.20 , 153.00 
 13.20 , 153.00 
 13.20 , 162.00 
 13.20 , 140.00 
 13.20 , 133.00 
 13.20 , 143.00 
 13.20 , 143.00 
 13.20 , 100.00 
 13.20 , 80.00 
 13.20 , 166.00 
 13.20 , 110.00 
 13.20 , 154.00 
 13.20 , 143.00 
 13.20 , 127.00 
 13.20 , 157.00 
 13.20 , 192.00 
 13.20 , 158.00 
 13.20 , 174.00 
 13.20 , 149.00 
 13.20 , 131.00 
 13.20 , 110.00 
 13.20 , 155.00 
 13.20 , 142.00 
 13.20 , 139.00 
 13.20 , 128.00 
 13.20 , 148.00 
 13.20 , 126.00 
 13.20 , 157.00 
 13.20 , 141.00 
 13.20 , 144.00 
 13.20 , 148.00 
 13.20 , 200.00 
 13.20 , 200.00 
 13.20 , 100.00 
 13.20 , 100.00 
 13.20 , 120.00 
 13.20 , 160.00 
 13.20 , 130.00 
 13.20 , 140.00 
 13.20 , 160.00 
 13.20 , 130.00 
 13.20 , 125.00 
 13.20 , 135.00 
 13.20 , 161.00 
 13.20 , 160.00 
 13.20 , 130.00 
 13.20 , 131.00 
 13.20 , 171.00 
 13.20 , 157.00 
 13.20 , 149.00 
 13.20 , 183.00 
 13.20 , 160.00 
 13.20 , 174.00 
 13.20 , 150.00 
 13.20 , 160.00 
 13.20 , 160.00 
 13.20 , 100.00 
 13.20 , 145.00 
 13.20 , 161.00 
 13.20 , 126.00 
 13.20 , 160.00 
 13.20 , 137.00 
 13.20 , 138.00 
 13.20 , 107.00 
 13.20 , 149.00 
 13.20 , 142.00 
 13.20 , 144.00 
 13.20 , 139.00 
 13.20 , 146.00 
 13.20 , 143.00 
 13.20 , 135.00 
 13.20 , 128.00 
 13.20 , 126.00 
 13.20 , 137.00 
 13.20 , 172.00 
 13.20 , 131.00 
 13.20 , 144.00 
 13.20 , 130.00 
 13.20 , 150.00 
 13.20 , 180.00 
 13.20 , 170.00 
 13.20 , 130.00 
 13.20 , 178.00 
 13.20 , 150.00 
 13.20 , 140.00 
 13.20 , 170.00 
 13.20 , 130.00 
 13.20 , 180.00 
 13.20 , 160.00 
 13.20 , 120.00 
 13.20 , 158.00 
 13.20 , 151.00 
 13.20 , 200.00 
 13.20 , 151.00 
 13.20 , 200.00 
 13.20 , 120.00 
 13.20 , 150.00 
 13.20 , 130.00 
 13.20 , 140.00 
 13.20 , 120.00 
 13.20 , 120.00 
 13.20 , 130.00 
 13.20 , 150.00 
 13.20 , 120.00 
 13.20 , 120.00 
 13.20 , 130.00 
 13.20 , 139.00 
 13.20 , 152.00 
 13.20 , 129.00 
 13.20 , 145.00 
 13.20 , 114.00 
 13.20 , 159.00 
 13.20 , 156.00 
 13.20 , 158.00 
 13.20 , 130.00 
 13.20 , 135.00 
 13.20 , 115.00 
 13.20 , 167.00 
 13.20 , 135.00 
 13.20 , 141.00 
 13.20 , 181.00 
 13.20 , 123.00 
 13.20 , 140.00 
 13.20 , 154.00 
 13.20 , 139.00 
 13.20 , 132.00 
 13.20 , 153.00 
 13.20 , 169.00 
 13.20 , 154.00 
 13.20 , 146.00 
 13.20 , 131.00 
 13.20 , 118.00 
 13.20 , 135.00 
 13.20 , 128.00 
 13.20 , 150.00 
 13.20 , 150.00 
 13.20 , 158.00 
 13.20 , 160.00 
 13.20 , 155.00 
 13.20 , 130.00 
 13.20 , 128.00 
 13.20 , 122.00 
 13.20 , 124.00 
 13.20 , 131.00 
 13.20 , 172.00 
 13.20 , 129.00 
 13.20 , 194.00 
 13.20 , 119.00 
 13.20 , 127.00 
 13.20 , 124.00 
 13.20 , 232.00 
 13.20 , 180.00 
 13.20 , 149.00 
 13.20 , 158.00 
 13.20 , 120.00 
 13.20 , 130.00 
 13.20 , 140.00 
 13.20 , 140.00 
 13.20 , 140.00 
 13.20 , 142.00 
 13.20 , 156.00 
 13.20 , 151.00 
 13.20 , 164.00 
 13.20 , 153.00 
 13.20 , 158.00 
 13.20 , 148.00 
 13.20 , 138.00 
 13.20 , 154.00 
 13.20 , 170.00 
 13.20 , 152.00 
 13.20 , 170.00 
 13.20 , 116.00 
 13.20 , 123.00 
 13.20 , 158.00 
 13.20 , 168.00 
 13.20 , 160.00 
 13.20 , 160.00 
 13.20 , 168.00 
 13.20 , 133.00 
 13.20 , 140.00 
 13.20 , 130.00 
 13.20 , 130.00 
 13.20 , 143.00 
 13.20 , 161.00 
 13.20 , 117.00 
 13.20 , 133.00 
 13.20 , 167.00 
 13.20 , 137.00 
 13.20 , 151.00 
 13.20 , 147.00 
 13.20 , 141.00 
 13.20 , 137.00 
 13.30 , 160.00 
 13.30 , 122.00 
 13.30 , 162.00 
 13.30 , 225.00 
 13.30 , 198.00 
 13.30 , 140.00 
 13.30 , 173.00 
 13.30 , 141.00 
 13.30 , 127.00 
 13.30 , 161.00 
 13.30 , 184.00 
 13.30 , 176.00 
 13.30 , 160.00 
 13.30 , 137.00 
 13.30 , 115.00 
 13.30 , 172.00 
 13.30 , 177.00 
 13.30 , 140.00 
 13.30 , 150.00 
 13.30 , 180.00 
 13.30 , 140.00 
 13.30 , 150.00 
 13.30 , 140.00 
 13.30 , 155.00 
 13.30 , 157.00 
 13.30 , 141.00 
 13.30 , 165.00 
 13.30 , 140.00 
 13.30 , 133.00 
 13.30 , 161.00 
 13.30 , 120.00 
 13.30 , 147.00 
 13.30 , 145.00 
 13.30 , 135.00 
 13.30 , 110.00 
 13.30 , 90.00 
 13.30 , 130.00 
 13.30 , 100.00 
 13.30 , 126.00 
 13.30 , 113.00 
 13.30 , 129.00 
 13.30 , 176.00 
 13.30 , 148.00 
 13.30 , 169.00 
 13.30 , 147.00 
 13.30 , 155.00 
 13.30 , 120.00 
 13.30 , 210.00 
 13.30 , 210.00 
 13.30 , 122.00 
 13.30 , 140.00 
 13.30 , 140.00 
 13.30 , 80.00 
 13.30 , 130.00 
 13.30 , 100.00 
 13.30 , 164.00 
 13.30 , 186.00 
 13.30 , 149.00 
 13.30 , 148.00 
 13.30 , 117.00 
 13.30 , 135.00 
 13.30 , 179.00 
 13.30 , 146.00 
 13.30 , 141.00 
 13.30 , 153.00 
 13.30 , 150.00 
 13.30 , 149.00 
 13.30 , 158.00 
 13.30 , 132.00 
 13.30 , 116.00 
 13.30 , 139.00 
 13.30 , 141.00 
 13.30 , 147.00 
 13.30 , 181.00 
 13.30 , 153.00 
 13.30 , 121.00 
 13.30 , 169.00 
 13.30 , 178.00 
 13.30 , 139.00 
 13.30 , 152.00 
 13.30 , 171.00 
 13.30 , 151.00 
 13.30 , 157.00 
 13.30 , 149.00 
 13.30 , 112.00 
 13.30 , 125.00 
 13.30 , 129.00 
 13.30 , 133.00 
 13.30 , 150.00 
 13.30 , 120.00 
 13.30 , 161.00 
 13.30 , 120.00 
 13.30 , 140.00 
 13.30 , 140.00 
 13.30 , 140.00 
 13.30 , 160.00 
 13.30 , 140.00 
 13.30 , 130.00 
 13.30 , 160.00 
 13.30 , 150.00 
 13.30 , 138.00 
 13.30 , 130.00 
 13.30 , 130.00 
 13.30 , 135.00 
 13.30 , 125.00 
 13.30 , 125.00 
 13.30 , 180.00 
 13.30 , 150.00 
 13.30 , 170.00 
 13.30 , 90.00 
 13.30 , 161.00 
 13.30 , 150.00 
 13.30 , 145.00 
 13.30 , 136.00 
 13.30 , 143.00 
 13.30 , 161.00 
 13.30 , 143.00 
 13.30 , 150.00 
 13.30 , 150.00 
 13.30 , 150.00 
 13.30 , 150.00 
 13.30 , 140.00 
 13.30 , 110.00 
 13.30 , 150.00 
 13.30 , 125.00 
 13.30 , 120.00 
 13.30 , 158.00 
 13.30 , 164.00 
 13.30 , 172.00 
 13.30 , 135.00 
 13.30 , 170.00 
 13.30 , 135.00 
 13.30 , 142.00 
 13.30 , 170.00 
 13.30 , 162.00 
 13.30 , 165.00 
 13.30 , 140.00 
 13.30 , 155.00 
 13.30 , 179.00 
 13.30 , 144.00 
 13.30 , 162.00 
 13.30 , 174.00 
 13.30 , 145.00 
 13.30 , 141.00 
 13.30 , 152.00 
 13.30 , 183.00 
 13.30 , 170.00 
 13.30 , 150.00 
 13.30 , 160.00 
 13.30 , 140.00 
 13.30 , 160.00 
 13.30 , 160.00 
 13.30 , 170.00 
 13.30 , 160.00 
 13.30 , 160.00 
 13.30 , 160.00 
 13.30 , 140.00 
 13.30 , 140.00 
 13.30 , 180.00 
 13.30 , 170.00 
 13.30 , 170.00 
 13.30 , 152.00 
 13.30 , 170.00 
 13.30 , 150.00 
 13.30 , 170.00 
 13.30 , 150.00 
 13.30 , 150.00 
 13.30 , 170.00 
 13.30 , 140.00 
 13.30 , 110.00 
 13.30 , 160.00 
 13.30 , 150.00 
 13.30 , 170.00 
 13.30 , 161.00 
 13.30 , 127.00 
 13.30 , 130.00 
 13.30 , 150.00 
 13.30 , 140.00 
 13.30 , 172.00 
 13.30 , 163.00 
 13.30 , 180.00 
 13.30 , 150.00 
 13.30 , 130.00 
 13.30 , 156.00 
 13.30 , 141.00 
 13.30 , 128.00 
 13.30 , 137.00 
 13.30 , 136.00 
 13.30 , 133.00 
 13.30 , 136.00 
 13.30 , 123.00 
 13.30 , 225.00 
 13.30 , 198.00 
 13.30 , 170.00 
 13.30 , 160.00 
 13.30 , 160.00 
 13.30 , 140.00 
 13.30 , 173.00 
 13.30 , 130.00 
 13.30 , 134.00 
 13.30 , 134.00 
 13.30 , 159.00 
 13.30 , 151.00 
 13.30 , 153.00 
 13.30 , 169.00 
 13.30 , 167.00 
 13.30 , 164.00 
 13.30 , 145.00 
 13.30 , 169.00 
 13.30 , 137.00 
 13.30 , 112.00 
 13.30 , 145.00 
 13.30 , 144.00 
 13.30 , 137.00 
 13.30 , 170.00 
 13.30 , 157.00 
 13.30 , 146.00 
 13.30 , 162.00 
 13.30 , 137.00 
 13.30 , 115.00 
 13.30 , 133.00 
 13.30 , 160.00 
 13.30 , 130.00 
 13.30 , 160.00 
 13.30 , 148.00 
 13.30 , 120.00 
 13.30 , 167.00 
 13.30 , 153.00 
 13.30 , 150.00 
 13.30 , 170.00 
 13.30 , 240.00 
 13.30 , 140.00 
 13.30 , 150.00 
 13.30 , 130.00 
 13.30 , 140.00 
 13.30 , 120.00 
 13.30 , 150.00 
 13.30 , 150.00 
 13.30 , 172.00 
 13.30 , 120.00 
 13.30 , 177.00 
 13.30 , 184.00 
 13.30 , 154.00 
 13.30 , 148.00 
 13.30 , 129.00 
 13.30 , 137.00 
 13.30 , 141.00 
 13.30 , 155.00 
 13.30 , 140.00 
 13.30 , 160.00 
 13.30 , 153.00 
 13.30 , 171.00 
 13.30 , 203.00 
 13.30 , 152.00 
 13.30 , 176.00 
 13.30 , 191.00 
 13.30 , 173.00 
 13.30 , 151.00 
 13.30 , 174.00 
 13.30 , 152.00 
 13.30 , 129.00 
 13.30 , 167.00 
 13.30 , 168.00 
 13.30 , 154.00 
 13.30 , 170.00 
 13.30 , 172.00 
 13.30 , 167.00 
 13.30 , 167.00 
 13.30 , 157.00 
 13.30 , 158.00 
 13.30 , 164.00 
 13.30 , 168.00 
 13.30 , 148.00 
 13.30 , 169.00 
 13.30 , 147.00 
 13.30 , 155.00 
 13.30 , 161.00 
 13.30 , 158.00 
 13.30 , 149.00 
 13.30 , 142.00 
 13.30 , 160.00 
 13.30 , 120.00 
 13.30 , 100.00 
 13.30 , 140.00 
 13.30 , 150.00 
 13.30 , 140.00 
 13.30 , 150.00 
 13.30 , 140.00 
 13.30 , 130.00 
 13.30 , 150.00 
 13.30 , 144.00 
 13.30 , 114.00 
 13.30 , 143.00 
 13.30 , 140.00 
 13.30 , 167.00 
 13.30 , 160.00 
 13.30 , 165.00 
 13.30 , 139.00 
 13.30 , 137.00 
 13.40 , 164.00 
 13.40 , 235.00 
 13.40 , 143.00 
 13.40 , 167.00 
 13.40 , 165.00 
 13.40 , 172.00 
 13.40 , 173.00 
 13.40 , 163.00 
 13.40 , 123.00 
 13.40 , 157.00 
 13.40 , 125.00 
 13.40 , 143.00 
 13.40 , 145.00 
 13.40 , 162.00 
 13.40 , 168.00 
 13.40 , 144.00 
 13.40 , 136.00 
 13.40 , 180.00 
 13.40 , 173.00 
 13.40 , 189.00 
 13.40 , 133.00 
 13.40 , 130.00 
 13.40 , 133.00 
 13.40 , 133.00 
 13.40 , 130.00 
 13.40 , 140.00 
 13.40 , 115.00 
 13.40 , 143.00 
 13.40 , 150.00 
 13.40 , 140.00 
 13.40 , 150.00 
 13.40 , 162.00 
 13.40 , 163.00 
 13.40 , 150.00 
 13.40 , 167.00 
 13.40 , 161.00 
 13.40 , 158.00 
 13.40 , 127.00 
 13.40 , 153.00 
 13.40 , 158.00 
 13.40 , 127.00 
 13.40 , 152.00 
 13.40 , 129.00 
 13.40 , 141.00 
 13.40 , 161.00 
 13.40 , 130.00 
 13.40 , 110.00 
 13.40 , 180.00 
 13.40 , 110.00 
 13.40 , 130.00 
 13.40 , 150.00 
 13.40 , 150.00 
 13.40 , 159.00 
 13.40 , 142.00 
 13.40 , 144.00 
 13.40 , 133.00 
 13.40 , 120.00 
 13.40 , 146.00 
 13.40 , 101.00 
 13.40 , 131.00 
 13.40 , 190.00 
 13.40 , 130.00 
 13.40 , 150.00 
 13.40 , 180.00 
 13.40 , 136.00 
 13.40 , 156.00 
 13.40 , 130.00 
 13.40 , 165.00 
 13.40 , 165.00 
 13.40 , 122.00 
 13.40 , 153.00 
 13.40 , 171.00 
 13.40 , 168.00 
 13.40 , 100.00 
 13.40 , 154.00 
