 Length , Weight (g) 
 13.40 , 159.00 
 13.40 , 149.00 
 13.40 , 147.00 
 13.40 , 109.00 
 13.40 , 149.00 
 13.40 , 158.00 
 13.40 , 163.00 
 13.40 , 127.00 
 13.40 , 150.00 
 13.40 , 127.00 
 13.40 , 147.00 
 13.40 , 168.00 
 13.40 , 151.00 
 13.40 , 143.00 
 13.40 , 154.00 
 13.40 , 123.00 
 13.40 , 165.00 
 13.40 , 150.00 
 13.40 , 126.00 
 13.40 , 132.00 
 13.40 , 150.00 
 13.40 , 50.00 
 13.40 , 150.00 
 13.40 , 120.00 
 13.40 , 110.00 
 13.40 , 140.00 
 13.40 , 160.00 
 13.40 , 150.00 
 13.40 , 125.00 
 13.40 , 140.00 
 13.40 , 140.00 
 13.40 , 140.00 
 13.40 , 120.00 
 13.40 , 140.00 
 13.40 , 130.00 
 13.40 , 132.00 
 13.40 , 160.00 
 13.40 , 160.00 
 13.40 , 138.00 
 13.40 , 135.00 
 13.40 , 140.00 
 13.40 , 115.00 
 13.40 , 151.00 
 13.40 , 150.00 
 13.40 , 166.00 
 13.40 , 143.00 
 13.40 , 168.00 
 13.40 , 185.00 
 13.40 , 128.00 
 13.40 , 180.00 
 13.40 , 119.00 
 13.40 , 130.00 
 13.40 , 162.00 
 13.40 , 158.00 
 13.40 , 171.00 
 13.40 , 131.00 
 13.40 , 143.00 
 13.40 , 156.00 
 13.40 , 174.00 
 13.40 , 150.00 
 13.40 , 165.00 
 13.40 , 145.00 
 13.40 , 152.00 
 13.40 , 129.00 
 13.40 , 149.00 
 13.40 , 151.00 
 13.40 , 135.00 
 13.40 , 141.00 
 13.40 , 122.00 
 13.40 , 129.00 
 13.40 , 143.00 
 13.40 , 160.00 
 13.40 , 150.00 
 13.40 , 160.00 
 13.40 , 160.00 
 13.40 , 160.00 
 13.40 , 210.00 
 13.40 , 170.00 
 13.40 , 161.00 
 13.40 , 160.00 
 13.40 , 170.00 
 13.40 , 200.00 
 13.40 , 180.00 
 13.40 , 190.00 
 13.40 , 160.00 
 13.40 , 180.00 
 13.40 , 160.00 
 13.40 , 160.00 
 13.40 , 153.00 
 13.40 , 160.00 
 13.40 , 180.00 
 13.40 , 180.00 
 13.40 , 156.00 
 13.40 , 155.00 
 13.40 , 165.00 
 13.40 , 152.00 
 13.40 , 141.00 
 13.40 , 141.00 
 13.40 , 130.00 
 13.40 , 120.00 
 13.40 , 180.00 
 13.40 , 160.00 
 13.40 , 160.00 
 13.40 , 120.00 
 13.40 , 120.00 
 13.40 , 130.00 
 13.40 , 140.00 
 13.40 , 157.00 
 13.40 , 110.00 
 13.40 , 154.00 
 13.40 , 134.00 
 13.40 , 165.00 
 13.40 , 160.00 
 13.40 , 167.00 
 13.40 , 200.00 
 13.40 , 166.00 
 13.40 , 140.00 
 13.40 , 134.00 
 13.40 , 147.00 
 13.40 , 146.00 
 13.40 , 155.00 
 13.40 , 123.00 
 13.40 , 152.00 
 13.40 , 144.00 
 13.40 , 143.00 
 13.40 , 115.00 
 13.40 , 137.00 
 13.40 , 160.00 
 13.40 , 180.00 
 13.40 , 160.00 
 13.40 , 170.00 
 13.40 , 160.00 
 13.40 , 180.00 
 13.40 , 160.00 
 13.40 , 180.00 
 13.40 , 165.00 
 13.40 , 172.00 
 13.40 , 173.00 
 13.40 , 163.00 
 13.40 , 140.00 
 13.40 , 130.00 
 13.40 , 110.00 
 13.40 , 145.00 
 13.40 , 136.00 
 13.40 , 153.00 
 13.40 , 160.00 
 13.40 , 155.00 
 13.40 , 127.00 
 13.40 , 145.00 
 13.40 , 151.00 
 13.40 , 174.00 
 13.40 , 128.00 
 13.40 , 149.00 
 13.40 , 162.00 
 13.40 , 150.00 
 13.40 , 158.00 
 13.40 , 140.00 
 13.40 , 140.00 
 13.40 , 100.00 
 13.40 , 170.00 
 13.40 , 160.00 
 13.40 , 149.00 
 13.40 , 120.00 
 13.40 , 158.00 
 13.40 , 127.00 
 13.40 , 150.00 
 13.40 , 140.00 
 13.40 , 140.00 
 13.40 , 150.00 
 13.40 , 130.00 
 13.40 , 150.00 
 13.40 , 137.00 
 13.40 , 143.00 
 13.40 , 159.00 
 13.40 , 180.00 
 13.40 , 173.00 
 13.40 , 154.00 
 13.40 , 154.00 
 13.40 , 128.00 
 13.40 , 144.00 
 13.40 , 215.00 
 13.40 , 164.00 
 13.40 , 154.00 
 13.40 , 154.00 
 13.40 , 154.00 
 13.40 , 184.00 
 13.40 , 168.00 
 13.40 , 165.00 
 13.40 , 147.00 
 13.40 , 161.00 
 13.40 , 183.00 
 13.40 , 153.00 
 13.40 , 168.00 
 13.40 , 146.00 
 13.40 , 163.00 
 13.40 , 168.00 
 13.40 , 173.00 
 13.40 , 190.00 
 13.40 , 162.00 
 13.40 , 171.00 
 13.40 , 160.00 
 13.40 , 130.00 
 13.40 , 161.00 
 13.40 , 119.00 
 13.40 , 123.00 
 13.40 , 140.00 
 13.40 , 150.00 
 13.40 , 140.00 
 13.40 , 140.00 
 13.40 , 140.00 
 13.40 , 170.00 
 13.40 , 140.00 
 13.40 , 147.00 
 13.40 , 158.00 
 13.50 , 130.00 
 13.50 , 176.00 
 13.50 , 140.00 
 13.50 , 130.00 
 13.50 , 130.00 
 13.50 , 166.00 
 13.50 , 190.00 
 13.50 , 230.00 
 13.50 , 159.00 
 13.50 , 182.00 
 13.50 , 156.00 
 13.50 , 141.00 
 13.50 , 151.00 
 13.50 , 166.00 
 13.50 , 178.00 
 13.50 , 140.00 
 13.50 , 135.00 
 13.50 , 130.00 
 13.50 , 150.00 
 13.50 , 160.00 
 13.50 , 146.00 
 13.50 , 180.00 
 13.50 , 138.00 
 13.50 , 200.00 
 13.50 , 200.00 
 13.50 , 210.00 
 13.50 , 138.00 
 13.50 , 166.00 
 13.50 , 141.00 
 13.50 , 149.00 
 13.50 , 160.00 
 13.50 , 153.00 
 13.50 , 145.00 
 13.50 , 210.00 
 13.50 , 132.00 
 13.50 , 170.00 
 13.50 , 140.00 
 13.50 , 153.00 
 13.50 , 190.00 
 13.50 , 152.00 
 13.50 , 166.00 
 13.50 , 166.00 
 13.50 , 127.00 
 13.50 , 150.00 
 13.50 , 180.00 
 13.50 , 140.00 
 13.50 , 170.00 
 13.50 , 132.00 
 13.50 , 160.00 
 13.50 , 146.00 
 13.50 , 155.00 
 13.50 , 200.00 
 13.50 , 180.00 
 13.50 , 155.00 
 13.50 , 181.00 
 13.50 , 134.70 
 13.50 , 151.00 
 13.50 , 153.00 
 13.50 , 147.00 
 13.50 , 166.00 
 13.50 , 129.00 
 13.50 , 185.00 
 13.50 , 99.00 
 13.50 , 193.00 
 13.50 , 161.00 
 13.50 , 135.00 
 13.50 , 133.00 
 13.50 , 180.00 
 13.50 , 160.00 
 13.50 , 165.00 
 13.50 , 148.00 
 13.50 , 149.00 
 13.50 , 154.00 
 13.50 , 165.00 
 13.50 , 136.00 
 13.50 , 141.00 
 13.50 , 180.00 
 13.50 , 150.00 
 13.50 , 130.00 
 13.50 , 200.00 
 13.50 , 200.00 
 13.50 , 150.00 
 13.50 , 140.00 
 13.50 , 140.00 
 13.50 , 140.00 
 13.50 , 160.00 
 13.50 , 140.00 
 13.50 , 120.00 
 13.50 , 140.00 
 13.50 , 150.00 
 13.50 , 133.00 
 13.50 , 163.00 
 13.50 , 150.00 
 13.50 , 170.00 
 13.50 , 150.00 
 13.50 , 125.00 
 13.50 , 150.00 
 13.50 , 130.00 
 13.50 , 148.00 
 13.50 , 200.00 
 13.50 , 178.00 
 13.50 , 167.00 
 13.50 , 180.00 
 13.50 , 166.00 
 13.50 , 180.00 
 13.50 , 178.00 
 13.50 , 180.00 
 13.50 , 167.00 
 13.50 , 183.00 
 13.50 , 189.00 
 13.50 , 159.00 
 13.50 , 146.00 
 13.50 , 179.00 
 13.50 , 169.00 
 13.50 , 144.00 
 13.50 , 156.00 
 13.50 , 184.00 
 13.50 , 120.00 
 13.50 , 150.00 
 13.50 , 157.00 
 13.50 , 154.00 
 13.50 , 152.00 
 13.50 , 200.00 
 13.50 , 143.00 
 13.50 , 171.00 
 13.50 , 141.00 
 13.50 , 149.00 
 13.50 , 185.00 
 13.50 , 122.00 
 13.50 , 167.00 
 13.50 , 150.00 
 13.50 , 125.00 
 13.50 , 181.00 
 13.50 , 145.00 
 13.50 , 200.00 
 13.50 , 130.00 
 13.50 , 140.00 
 13.50 , 133.00 
 13.50 , 135.00 
 13.50 , 124.00 
 13.50 , 166.00 
 13.50 , 150.00 
 13.50 , 150.00 
 13.50 , 170.00 
 13.50 , 180.00 
 13.50 , 145.00 
 13.50 , 210.00 
 13.50 , 140.00 
 13.50 , 200.00 
 13.50 , 160.00 
 13.50 , 170.00 
 13.50 , 170.00 
 13.50 , 150.00 
 13.50 , 190.00 
 13.50 , 160.00 
 13.50 , 180.00 
 13.50 , 150.00 
 13.50 , 170.00 
 13.50 , 170.00 
 13.50 , 150.00 
 13.50 , 150.00 
 13.50 , 138.00 
 13.50 , 160.00 
 13.50 , 210.00 
 13.50 , 200.00 
 13.50 , 210.00 
 13.50 , 180.00 
 13.50 , 150.00 
 13.50 , 140.00 
 13.50 , 150.00 
 13.50 , 140.00 
 13.50 , 140.00 
 13.50 , 200.00 
 13.50 , 145.00 
 13.50 , 170.00 
 13.50 , 180.00 
 13.50 , 150.00 
 13.50 , 135.00 
 13.50 , 145.00 
 13.50 , 160.00 
 13.50 , 148.00 
 13.50 , 200.00 
 13.50 , 160.00 
 13.50 , 153.00 
 13.50 , 200.00 
 13.50 , 160.00 
 13.50 , 153.00 
 13.50 , 160.00 
 13.50 , 140.00 
 13.50 , 140.00 
 13.50 , 130.00 
 13.50 , 130.00 
 13.50 , 200.00 
 13.50 , 178.00 
 13.50 , 163.00 
 13.50 , 158.00 
 13.50 , 172.00 
 13.50 , 156.00 
 13.50 , 150.00 
 13.50 , 205.00 
 13.50 , 158.00 
 13.50 , 178.00 
 13.50 , 208.00 
 13.50 , 159.00 
 13.50 , 182.00 
 13.50 , 147.00 
 13.50 , 129.00 
 13.50 , 150.00 
 13.50 , 145.00 
 13.50 , 150.00 
 13.50 , 185.00 
 13.50 , 120.00 
 13.50 , 156.00 
 13.50 , 161.00 
 13.50 , 148.00 
 13.50 , 187.00 
 13.50 , 190.00 
 13.50 , 230.00 
 13.50 , 165.00 
 13.50 , 120.00 
 13.50 , 200.00 
 13.50 , 190.00 
 13.50 , 210.00 
 13.50 , 140.00 
 13.50 , 152.00 
 13.50 , 141.00 
 13.50 , 141.00 
 13.50 , 170.00 
 13.50 , 130.00 
 13.50 , 157.00 
 13.50 , 128.00 
 13.50 , 154.00 
 13.50 , 124.00 
 13.50 , 178.00 
 13.50 , 167.00 
 13.50 , 140.00 
 13.50 , 150.00 
 13.50 , 140.00 
 13.50 , 130.00 
 13.50 , 150.00 
 13.50 , 150.00 
 13.50 , 150.00 
 13.50 , 138.00 
 13.50 , 150.00 
 13.50 , 160.00 
 13.50 , 200.00 
 13.50 , 140.00 
 13.50 , 210.00 
 13.50 , 130.00 
 13.50 , 140.00 
 13.50 , 160.00 
 13.50 , 170.00 
 13.50 , 185.00 
 13.50 , 183.00 
 13.50 , 172.00 
 13.50 , 178.00 
 13.50 , 158.00 
 13.50 , 147.00 
 13.50 , 148.00 
 13.50 , 149.00 
 13.50 , 148.00 
 13.50 , 158.00 
 13.50 , 178.00 
 13.50 , 162.00 
 13.50 , 188.00 
 13.50 , 146.00 
 13.50 , 148.00 
 13.50 , 175.00 
 13.50 , 147.00 
 13.50 , 146.00 
 13.50 , 178.00 
 13.50 , 140.00 
 13.50 , 163.00 
 13.50 , 130.00 
 13.50 , 161.00 
 13.50 , 150.00 
 13.50 , 166.00 
 13.50 , 151.00 
 13.50 , 186.00 
 13.50 , 211.00 
 13.50 , 158.00 
 13.50 , 154.00 
 13.50 , 195.00 
 13.50 , 157.00 
 13.50 , 165.00 
 13.50 , 161.00 
 13.50 , 176.00 
 13.50 , 157.00 
 13.50 , 165.00 
 13.50 , 172.00 
 13.50 , 147.00 
 13.50 , 148.00 
 13.50 , 148.00 
 13.50 , 180.00 
 13.50 , 140.00 
 13.50 , 150.00 
 13.50 , 150.00 
 13.50 , 123.00 
 13.50 , 150.00 
 13.50 , 170.00 
 13.50 , 125.00 
 13.50 , 150.00 
 13.50 , 145.00 
 13.50 , 127.00 
 13.50 , 137.00 
 13.60 , 117.00 
 13.60 , 174.00 
 13.60 , 130.00 
 13.60 , 177.00 
 13.60 , 177.00 
 13.60 , 146.00 
 13.60 , 163.00 
 13.60 , 185.00 
 13.60 , 160.00 
 13.60 , 201.00 
 13.60 , 190.00 
 13.60 , 167.00 
 13.60 , 224.00 
 13.60 , 155.00 
 13.60 , 137.00 
 13.60 , 218.00 
 13.60 , 188.00 
 13.60 , 138.00 
 13.60 , 148.00 
 13.60 , 200.00 
 13.60 , 173.00 
 13.60 , 155.00 
 13.60 , 170.00 
 13.60 , 187.00 
 13.60 , 207.00 
 13.60 , 181.00 
 13.60 , 207.00 
 13.60 , 139.00 
 13.60 , 170.00 
 13.60 , 167.00 
 13.60 , 174.00 
 13.60 , 155.00 
 13.60 , 166.00 
 13.60 , 162.00 
 13.60 , 198.00 
 13.60 , 151.00 
 13.60 , 147.00 
 13.60 , 135.00 
 13.60 , 130.00 
 13.60 , 152.00 
 13.60 , 148.00 
 13.60 , 165.00 
 13.60 , 164.00 
 13.60 , 200.00 
 13.60 , 180.00 
 13.60 , 154.00 
 13.60 , 148.00 
 13.60 , 160.00 
 13.60 , 156.00 
 13.60 , 121.00 
 13.60 , 160.00 
 13.60 , 161.00 
 13.60 , 186.00 
 13.60 , 147.00 
 13.60 , 216.00 
 13.60 , 169.00 
 13.60 , 176.00 
 13.60 , 195.00 
 13.60 , 191.00 
 13.60 , 118.00 
 13.60 , 162.00 
 13.60 , 189.00 
 13.60 , 160.00 
 13.60 , 148.00 
 13.60 , 163.00 
 13.60 , 159.00 
 13.60 , 170.00 
 13.60 , 120.00 
 13.60 , 145.00 
 13.60 , 130.00 
 13.60 , 130.00 
 13.60 , 140.00 
 13.60 , 170.00 
 13.60 , 160.00 
 13.60 , 137.00 
 13.60 , 160.00 
 13.60 , 180.00 
 13.60 , 189.00 
 13.60 , 170.00 
 13.60 , 187.00 
 13.60 , 207.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 190.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 176.00 
 13.60 , 196.00 
 13.60 , 200.00 
 13.60 , 182.00 
 13.60 , 143.00 
 13.60 , 200.00 
 13.60 , 130.00 
 13.60 , 180.00 
 13.60 , 135.00 
 13.60 , 135.00 
 13.60 , 141.00 
 13.60 , 166.00 
 13.60 , 182.00 
 13.60 , 148.00 
 13.60 , 148.00 
 13.60 , 84.00 
 13.60 , 155.00 
 13.60 , 167.00 
 13.60 , 174.00 
 13.60 , 152.00 
 13.60 , 133.00 
 13.60 , 182.00 
 13.60 , 184.00 
 13.60 , 170.00 
 13.60 , 139.00 
 13.60 , 133.00 
 13.60 , 150.00 
 13.60 , 170.00 
 13.60 , 180.00 
 13.60 , 155.00 
 13.60 , 166.00 
 13.60 , 162.00 
 13.60 , 190.00 
 13.60 , 180.00 
 13.60 , 180.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 180.00 
 13.60 , 150.00 
 13.60 , 150.00 
 13.60 , 200.00 
 13.60 , 180.00 
 13.60 , 180.00 
 13.60 , 180.00 
 13.60 , 180.00 
 13.60 , 110.00 
 13.60 , 180.00 
 13.60 , 180.00 
 13.60 , 180.00 
 13.60 , 140.00 
 13.60 , 130.00 
 13.60 , 140.00 
 13.60 , 130.00 
 13.60 , 140.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 190.00 
 13.60 , 165.00 
 13.60 , 165.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 180.00 
 13.60 , 160.00 
 13.60 , 180.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 224.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 180.00 
 13.60 , 150.00 
 13.60 , 160.00 
 13.60 , 141.00 
 13.60 , 187.00 
 13.60 , 146.00 
 13.60 , 134.00 
 13.60 , 167.00 
 13.60 , 152.00 
 13.60 , 156.00 
 13.60 , 149.00 
 13.60 , 150.00 
 13.60 , 133.00 
 13.60 , 170.00 
 13.60 , 160.00 
 13.60 , 180.00 
 13.60 , 201.00 
 13.60 , 190.00 
 13.60 , 150.00 
 13.60 , 154.00 
 13.60 , 151.00 
 13.60 , 131.00 
 13.60 , 143.00 
 13.60 , 163.00 
 13.60 , 142.00 
 13.60 , 188.00 
 13.60 , 172.00 
 13.60 , 158.00 
 13.60 , 159.00 
 13.60 , 124.00 
 13.60 , 136.00 
 13.60 , 154.00 
 13.60 , 154.00 
 13.60 , 171.00 
 13.60 , 168.00 
 13.60 , 157.00 
 13.60 , 156.00 
 13.60 , 171.00 
 13.60 , 140.00 
 13.60 , 180.00 
 13.60 , 160.00 
 13.60 , 137.00 
 13.60 , 190.00 
 13.60 , 140.00 
 13.60 , 207.00 
 13.60 , 235.00 
 13.60 , 180.00 
 13.60 , 160.00 
 13.60 , 190.00 
 13.60 , 165.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 165.00 
 13.60 , 180.00 
 13.60 , 160.00 
 13.60 , 180.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 165.00 
 13.60 , 160.00 
 13.60 , 165.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 180.00 
 13.60 , 165.00 
 13.60 , 190.00 
 13.60 , 130.00 
 13.60 , 150.00 
 13.60 , 190.00 
 13.60 , 165.00 
 13.60 , 190.00 
 13.60 , 160.00 
 13.60 , 165.00 
 13.60 , 190.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 160.00 
 13.60 , 161.00 
 13.60 , 163.00 
 13.60 , 165.00 
 13.60 , 161.00 
 13.60 , 176.00 
 13.60 , 218.00 
 13.60 , 177.00 
 13.60 , 189.00 
 13.60 , 179.00 
 13.60 , 156.00 
 13.60 , 171.00 
 13.60 , 163.00 
 13.60 , 200.00 
 13.60 , 173.00 
 13.60 , 169.00 
 13.60 , 206.00 
 13.60 , 188.00 
 13.60 , 166.00 
 13.60 , 171.00 
 13.60 , 154.00 
 13.60 , 130.00 
 13.60 , 170.00 
 13.60 , 136.00 
 13.70 , 170.00 
 13.70 , 160.00 
 13.70 , 222.00 
 13.70 , 118.00 
 13.70 , 140.00 
 13.70 , 167.00 
 13.70 , 159.00 
 13.70 , 167.00 
 13.70 , 169.00 
 13.70 , 168.00 
 13.70 , 130.00 
 13.70 , 170.00 
 13.70 , 144.00 
 13.70 , 140.00 
 13.70 , 180.00 
 13.70 , 140.00 
 13.70 , 170.00 
 13.70 , 130.00 
 13.70 , 140.00 
 13.70 , 156.00 
 13.70 , 162.00 
 13.70 , 206.00 
 13.70 , 120.00 
 13.70 , 216.00 
 13.70 , 171.00 
 13.70 , 179.00 
 13.70 , 131.00 
 13.70 , 147.00 
 13.70 , 180.00 
 13.70 , 177.00 
 13.70 , 151.00 
 13.70 , 188.00 
 13.70 , 114.00 
 13.70 , 120.00 
 13.70 , 110.00 
 13.70 , 189.00 
 13.70 , 142.00 
 13.70 , 165.00 
 13.70 , 155.00 
 13.70 , 220.00 
 13.70 , 143.00 
 13.70 , 168.00 
 13.70 , 229.00 
 13.70 , 215.00 
 13.70 , 160.00 
 13.70 , 151.00 
 13.70 , 191.00 
 13.70 , 140.00 
 13.70 , 155.00 
 13.70 , 205.00 
 13.70 , 167.00 
 13.70 , 120.00 
 13.70 , 172.00 
 13.70 , 120.00 
 13.70 , 140.00 
 13.70 , 160.00 
 13.70 , 150.00 
 13.70 , 130.00 
 13.70 , 140.00 
 13.70 , 147.00 
 13.70 , 142.00 
 13.70 , 135.00 
 13.70 , 150.00 
 13.70 , 170.00 
 13.70 , 170.00 
 13.70 , 170.00 
 13.70 , 180.00 
 13.70 , 170.00 
 13.70 , 170.00 
 13.70 , 166.00 
 13.70 , 213.00 
 13.70 , 172.00 
 13.70 , 140.00 
 13.70 , 134.00 
 13.70 , 160.00 
 13.70 , 173.00 
 13.70 , 120.00 
 13.70 , 150.00 
 13.70 , 191.00 
 13.70 , 175.00 
 13.70 , 149.00 
 13.70 , 162.00 
 13.70 , 195.00 
 13.70 , 187.00 
 13.70 , 200.00 
 13.70 , 128.00 
 13.70 , 193.00 
 13.70 , 172.00 
 13.70 , 190.00 
 13.70 , 166.00 
 13.70 , 180.00 
 13.70 , 200.00 
 13.70 , 160.00 
 13.70 , 210.00 
 13.70 , 180.00 
 13.70 , 150.00 
 13.70 , 180.00 
 13.70 , 140.00 
 13.70 , 210.00 
 13.70 , 150.00 
 13.70 , 130.00 
 13.70 , 140.00 
 13.70 , 216.00 
 13.70 , 171.00 
 13.70 , 179.00 
 13.70 , 179.00 
 13.70 , 150.00 
 13.70 , 140.00 
 13.70 , 150.00 
 13.70 , 170.00 
 13.70 , 131.00 
 13.70 , 156.00 
 13.70 , 175.00 
 13.70 , 176.00 
 13.70 , 157.00 
 13.70 , 169.00 
 13.70 , 171.00 
 13.70 , 168.00 
 13.70 , 166.00 
 13.70 , 140.00 
 13.70 , 140.00 
 13.70 , 141.00 
 13.70 , 151.00 
 13.70 , 143.00 
 13.70 , 161.00 
 13.70 , 133.00 
 13.70 , 186.00 
 13.70 , 136.00 
 13.70 , 185.00 
 13.70 , 167.00 
 13.70 , 161.00 
 13.70 , 167.00 
 13.70 , 192.00 
 13.70 , 174.00 
 13.70 , 181.00 
 13.70 , 147.00 
 13.70 , 180.00 
 13.70 , 110.00 
 13.70 , 159.00 
 13.70 , 150.00 
 13.70 , 150.00 
 13.70 , 140.00 
 13.70 , 169.00 
 13.70 , 168.00 
 13.70 , 175.00 
 13.70 , 176.00 
 13.70 , 187.00 
 13.70 , 166.00 
 13.70 , 155.00 
 13.70 , 163.00 
 13.70 , 163.00 
 13.70 , 150.00 
 13.70 , 157.00 
 13.70 , 150.00 
 13.70 , 168.00 
 13.70 , 160.00 
 13.70 , 172.00 
 13.70 , 178.00 
 13.70 , 171.00 
 13.70 , 166.00 
 13.70 , 185.00 
 13.70 , 146.00 
 13.70 , 180.00 
 13.70 , 140.00 
 13.70 , 170.00 
 13.70 , 130.00 
 13.70 , 140.00 
 13.70 , 130.00 
 13.70 , 140.00 
 13.70 , 170.00 
 13.70 , 167.00 
 13.70 , 141.00 
 13.80 , 208.00 
 13.80 , 295.00 
 13.80 , 179.00 
 13.80 , 188.00 
 13.80 , 142.00 
 13.80 , 200.00 
 13.80 , 182.00 
 13.80 , 210.00 
 13.80 , 130.00 
 13.80 , 160.00 
 13.80 , 220.00 
 13.80 , 222.00 
 13.80 , 213.00 
 13.80 , 150.00 
 13.80 , 202.00 
 13.80 , 157.00 
 13.80 , 152.00 
 13.80 , 201.00 
 13.80 , 200.00 
 13.80 , 140.00 
 13.80 , 150.00 
 13.80 , 184.00 
 13.80 , 178.00 
 13.80 , 150.00 
 13.80 , 154.00 
 13.80 , 154.00 
 13.80 , 194.00 
 13.80 , 100.00 
 13.80 , 160.00 
 13.80 , 180.00 
 13.80 , 138.00 
 13.80 , 190.00 
 13.80 , 187.00 
 13.80 , 160.00 
 13.80 , 181.00 
 13.80 , 203.00 
 13.80 , 142.00 
 13.80 , 140.00 
 13.80 , 157.00 
 13.80 , 167.00 
 13.80 , 234.00 
 13.80 , 146.00 
 13.80 , 90.00 
 13.80 , 120.00 
 13.80 , 80.00 
 13.80 , 170.00 
 13.80 , 167.00 
 13.80 , 147.00 
 13.80 , 155.00 
 13.80 , 187.00 
 13.80 , 184.00 
 13.80 , 165.00 
 13.80 , 180.00 
 13.80 , 190.00 
 13.80 , 200.00 
 13.80 , 173.00 
 13.80 , 196.00 
 13.80 , 165.00 
 13.80 , 165.00 
 13.80 , 150.00 
 13.80 , 204.00 
 13.80 , 187.00 
 13.80 , 185.70 
 13.80 , 180.00 
 13.80 , 200.00 
 13.80 , 140.00 
 13.80 , 140.00 
 13.80 , 150.00 
 13.80 , 140.00 
 13.80 , 160.00 
 13.80 , 140.00 
 13.80 , 150.00 
 13.80 , 140.00 
 13.80 , 140.00 
 13.80 , 140.00 
 13.80 , 130.00 
 13.80 , 130.00 
 13.80 , 150.00 
 13.80 , 178.00 
 13.80 , 180.00 
 13.80 , 180.00 
 13.80 , 160.00 
 13.80 , 190.00 
 13.80 , 160.00 
 13.80 , 190.00 
 13.80 , 190.00 
 13.80 , 175.00 
 13.80 , 160.00 
 13.80 , 190.00 
 13.80 , 160.00 
 13.80 , 190.00 
 13.80 , 190.00 
 13.80 , 190.00 
 13.80 , 184.00 
 13.80 , 183.00 
 13.80 , 144.00 
 13.80 , 190.00 
 13.80 , 158.00 
 13.80 , 120.00 
 13.80 , 100.00 
 13.80 , 135.00 
 13.80 , 177.00 
 13.80 , 166.00 
 13.80 , 151.00 
 13.80 , 197.00 
 13.80 , 147.00 
 13.80 , 149.00 
 13.80 , 146.00 
 13.80 , 184.00 
 13.80 , 140.00 
 13.80 , 133.00 
 13.80 , 172.00 
 13.80 , 142.00 
 13.80 , 126.00 
 13.80 , 210.00 
 13.80 , 150.00 
 13.80 , 200.00 
 13.80 , 200.00 
 13.80 , 138.00 
 13.80 , 160.00 
 13.80 , 160.00 
 13.80 , 180.00 
 13.80 , 170.00 
 13.80 , 180.00 
 13.80 , 180.00 
 13.80 , 100.00 
 13.80 , 160.00 
 13.80 , 165.00 
 13.80 , 183.00 
 13.80 , 180.00 
 13.80 , 175.00 
 13.80 , 160.00 
 13.80 , 180.00 
 13.80 , 160.00 
 13.80 , 180.00 
 13.80 , 190.00 
 13.80 , 160.00 
 13.80 , 190.00 
 13.80 , 160.00 
 13.80 , 165.00 
 13.80 , 160.00 
 13.80 , 160.00 
 13.80 , 160.00 
 13.80 , 160.00 
 13.80 , 160.00 
 13.80 , 160.00 
 13.80 , 160.00 
 13.80 , 180.00 
 13.80 , 190.00 
 13.80 , 160.00 
 13.80 , 230.00 
 13.80 , 160.00 
 13.80 , 160.00 
 13.80 , 190.00 
 13.80 , 183.00 
 13.80 , 174.00 
 13.80 , 164.00 
 13.80 , 153.00 
 13.80 , 179.00 
 13.80 , 168.00 
 13.80 , 184.00 
 13.80 , 194.00 
 13.80 , 167.00 
 13.80 , 190.00 
 13.80 , 193.00 
 13.80 , 189.00 
 13.80 , 182.00 
 13.80 , 174.00 
 13.80 , 172.00 
 13.80 , 153.00 
 13.80 , 168.00 
 13.80 , 163.00 
 13.80 , 158.00 
 13.80 , 128.00 
 13.80 , 295.00 
 13.80 , 135.00 
 13.80 , 210.00 
 13.80 , 190.00 
 13.80 , 180.00 
 13.80 , 200.00 
 13.80 , 170.00 
 13.80 , 142.00 
 13.80 , 200.00 
 13.80 , 147.00 
 13.80 , 156.00 
 13.80 , 179.00 
 13.80 , 164.00 
 13.80 , 159.00 
 13.80 , 172.00 
 13.80 , 161.00 
 13.80 , 187.00 
 13.80 , 166.00 
 13.80 , 156.00 
 13.80 , 155.00 
 13.80 , 200.00 
 13.80 , 202.00 
 13.80 , 157.00 
 13.80 , 183.00 
 13.80 , 150.00 
 13.80 , 200.00 
 13.80 , 160.00 
 13.80 , 181.00 
 13.80 , 175.00 
 13.80 , 120.00 
 13.80 , 162.00 
 13.80 , 220.00 
 13.80 , 148.00 
 13.80 , 220.00 
 13.80 , 194.00 
